placement,local_bsz,step_time,sync_time,frozen_layer
11,32,0.39089844703674315,0.011793367071151735,45
11,32,0.37342157363891604,0.013729648704528807,54
11,32,0.35850412368774415,0.01715757066726685,63
11,32,0.3530667638778687,0.018576486377716063,72
11,32,0.3557638168334961,0.02670419258117676,81
11,48,0.9017868947982788,0.0053560523915290835,0
11,48,0.7101979684829712,0.012267560999393457,9
11,48,0.6531906843185424,0.01629265919685364,18
11,48,0.6252097606658935,0.015000883293151855,27
11,48,0.6170857334136963,0.032992236032485946,36
11,48,0.5768615055084229,0.0155118182182312,45
11,48,0.5456042242050171,0.016987524948120118,54
11,48,0.5368278694152832,0.017755361423492436,63
11,48,0.5172524070739746,0.018352844791412356,72
11,48,0.5146541213989257,0.031395664882659914,81
11,64,1.064270257949829,0.007080652763843536,0
11,64,0.8867551565170289,0.010105855958461758,9
11,64,0.8176194143295288,0.018980945796966547,18
11,64,0.781938042640686,0.015213055896759038,27
11,64,0.7498323726654053,0.014314229745864864,36
11,64,0.7177304697036743,0.01790955515861511,45
11,64,0.6758955335617065,0.013606461315155029,54
11,64,0.6649037504196167,0.028754247741699226,63
11,64,0.6436328744888306,0.01697601531982422,72
11,64,0.6258185482025147,0.033849974403381354,81
111,4,0.21339137077331544,0.021393653683662417,0
111,4,0.12400692939758301,0.00959455238580704,9
111,4,0.124648699760437,0.01713174530982971,18
111,4,0.11845697402954102,0.014027304906845093,27
111,4,0.11879723072052002,0.020570419225692752,36
111,4,0.11431757926940918,0.021715415077209466,45
111,4,0.11456614971160889,0.025736478557586664,54
111,4,0.11439603805541992,0.031687516250610344,63
111,4,0.1142905044555664,0.036301680641174304,72
111,4,0.11457595825195313,0.03682782455444336,81
111,8,0.19849488258361817,0.0056692736053466815,0
111,8,0.17181429862976075,0.00506624002456665,9
111,8,0.16764206409454346,0.01185431562423706,18
111,8,0.1612795400619507,0.012112650222778323,27
111,8,0.1558807897567749,0.012661411819458006,36
111,8,0.14939553260803223,0.01077673984527588,45
111,8,0.14977377891540528,0.020680417232513428,54
111,8,0.14509301662445068,0.02252036100387573,63
111,8,0.14580204963684082,0.02859026432037354,72
111,8,0.14489697456359862,0.03560799499511719,81
111,16,0.35301181316375735,0.010516910111904141,0
111,16,0.27230712890625,0.006029189107418058,9
111,16,0.252884840965271,0.014818160600662237,18
111,16,0.2418999719619751,0.011809280004501339,27
111,16,0.23493546962738038,0.01408817154884338,36
111,16,0.22610556125640868,0.014794567670822142,45
111,16,0.21388846397399902,0.013530501089096066,54
111,16,0.21263760566711426,0.022070538291931154,63
111,16,0.20676921367645262,0.026963414821624752,72
111,16,0.20591232776641846,0.03296411697387696,81
111,24,0.5559911203384399,0.0054218137478828435,0
111,24,0.38761515617370607,0.005637652571201322,9
111,24,0.3806382465362549,0.030798028955459595,18
111,24,0.7435928392410278,0.40695995595932005,27
111,24,0.7262410831451416,0.4042926486110689,36
111,24,0.7294549894332886,0.41790255023002615,45
111,24,0.725889368057251,0.4369655427742004,54
111,24,0.7704394721984863,0.4932638889503479,63
111,24,0.7276664590835571,0.46642383136749266,72
111,24,0.7494123125076294,0.495042501144409,81
111,32,1.0633443784713745,0.4515532590508461,0
111,32,1.0373659086227418,0.5654578419876098,9
111,32,1.0520031213760377,0.6281927668380738,18
111,32,1.1294884872436524,0.7167783526802063,27
111,32,1.0608069849014283,0.6694413970184329,36
111,32,1.0139838218688966,0.6430975295639039,45
111,32,1.0438610887527466,0.697815086221695,54
111,32,1.0782268142700195,0.747294788970947,63
111,32,1.4127323055267333,1.0897236531066894,72
111,32,1.3683196926116943,1.056064621543884,81
111,48,2.0921655797958376,1.1834526691389085,0
111,48,2.027269096374512,1.3171491955184935,9
111,48,2.068115463256836,1.4226756338500977,18
111,48,2.0390698528289795,1.4259376393890386,27
111,48,2.162299518585205,1.5796959376525876,36
111,48,2.0585005712509155,1.493622748718262,45
111,48,2.059635920524597,1.5386528706359863,54
111,48,2.4294822311401365,1.9278445547485352,63
111,48,0.5229684114456177,0.03719530481338501,72
111,48,0.5050335693359375,0.03388730548858643,81
111,64,1.0652598667144775,0.01528875007629395,0
111,64,0.8821289777755738,0.012645314555168152,9
111,64,0.8225862503051757,0.023775211582183826,18
111,64,0.7771084022521972,0.02142648336410522,27
111,64,0.7534683990478516,0.022453719120025632,36
111,64,0.744875316619873,0.0382742937374115,45
111,64,0.6820817565917969,0.02204628999710083,54
111,64,0.6741473245620727,0.038552370948791506,63
111,64,0.6691404008865356,0.05020870658874511,72
111,64,0.6508822822570801,0.056305438995361355,81
1111,4,0.33230722427368165,0.13747193914413453,0
1111,4,0.17740265846252443,0.05803575292587279,9
1111,4,0.17649152278900146,0.06696341533660889,18
1111,4,0.16986021518707276,0.06578993186950684,27
1111,4,0.16547093868255616,0.06803146759033203,36
1111,4,0.16307853698730468,0.0694225514984131,45
1111,4,0.16478078365325927,0.07688984626770018,54
1111,4,0.1678222894668579,0.08578971565246583,63
1111,4,0.16583651542663574,0.0889820164489746,72
1111,4,0.16529106616973877,0.09060286460876464,81
1111,8,0.277870774269104,0.08540471309661866,0
1111,8,0.2441190767288208,0.07602106390476228,9
1111,8,0.2374785852432251,0.08179124193191527,18
1111,8,0.23007887840270996,0.08027703231811521,27
1111,8,0.21597230434417725,0.07082354652404786,36
1111,8,0.21636256217956543,0.08044421188354493,45
1111,8,0.20798935890197753,0.0788308173751831,54
1111,8,0.2087319278717041,0.08460335098266603,63
1111,8,0.2043509864807129,0.08833832946777342,72
1111,8,0.2050040817260742,0.09135148147583011,81
1111,16,0.46793421268463137,0.12533886951446535,0
1111,16,0.3592344045639038,0.09316145109653473,9
1111,16,0.33982143878936766,0.09731448852539064,18
1111,16,0.32324819564819335,0.09211648094177245,27
1111,16,0.3112792873382568,0.09109962705612183,36
1111,16,0.2965386962890625,0.08337971193313598,45
1111,16,0.28150894641876223,0.08635205619812009,54
1111,16,0.277428240776062,0.08953380840301513,63
1111,16,0.2715053701400757,0.0916002613067627,72
1111,16,0.2671283435821533,0.09478462615966798,81
2,4,0.2011652660369873,0.0035915571045875543,0
2,4,0.1298477506637573,0.00544985093832016,9
2,4,0.12267322540283203,0.005065277457237244,18
2,4,0.11582104206085204,0.005833830361366271,27
2,4,0.11002043247222901,0.006240890865325928,36
2,4,0.10663963317871093,0.005552537598609924,45
2,4,0.10118471145629883,0.005658419222831726,54
2,4,0.10180155754089355,0.009924669494628904,63
2,4,0.09777420043945312,0.00977039354324341,72
2,4,0.09550129413604737,0.01208987953186035,81
2,8,0.20430202007293702,0.004532285459041596,0
2,8,0.1793825387954712,0.004551659522056579,9
2,8,0.17672598838806153,0.0093005619764328,18
2,8,0.17529340744018554,0.010786918301582338,27
2,8,0.16356268882751465,0.007471083521842956,36
2,8,0.16324402809143065,0.007268597812652588,45
2,8,0.1670614767074585,0.012205772762298586,54
2,8,0.15334951877593994,0.00911376395225525,63
2,8,0.152603702545166,0.014898012151718138,72
2,8,0.14949832916259764,0.019366432685852045,81
2,16,0.35779662609100343,0.0044562432241439815,0
2,16,0.3007893419265747,0.007163985924720765,9
2,16,0.2801170301437378,0.010933268518447878,18
2,16,0.26566064834594727,0.013737226104736327,27
2,16,0.28205487251281736,0.03449964594364167,36
2,16,0.24977584362030028,0.009775964088439941,45
2,16,0.3099844551086426,0.0905774499464035,54
2,16,0.27247939109802244,0.059143517227172836,63
2,16,0.24782621383666992,0.04147937227249145,72
2,16,0.215361065864563,0.01684152690887451,81
2,24,0.5776041650772095,0.0065538253068923935,0
2,24,0.4397094631195068,0.02690641974925995,9
2,24,0.405675048828125,0.02347761690139771,18
2,24,0.41688531398773193,0.05347344302177428,27
2,24,0.4100340414047241,0.06263899989128113,36
2,24,0.4387554454803467,0.09936433142662049,45
2,24,0.39771785736083987,0.08031027176380157,54
2,24,0.4183404064178467,0.11725129596710207,63
2,24,0.38480578422546385,0.09430450296401977,72
2,24,0.4241711902618408,0.14286935174942017,81
2,32,0.6892483901977539,0.01629728754281998,0
2,32,0.6375989055633545,0.07079886845588684,9
2,32,0.6238906574249268,0.10969204777717585,18
2,32,0.6023757457733154,0.1007983398532867,27
2,32,0.5810193681716919,0.09860866061210632,36
2,32,0.6076308536529541,0.14606299049377441,45
2,32,0.6473852491378784,0.20796401748657228,54
2,32,0.6349260425567627,0.2128394410419464,63
2,32,0.5161066150665283,0.10051399849891662,72
2,32,0.6186668825149536,0.22454455337524415,81
2,48,1.008163161277771,0.01444050943613052,0
2,48,0.846271095275879,0.02783248423814773,9
2,48,0.8825729751586914,0.13478213658332822,18
2,48,0.7420170688629151,0.02068353023529053,27
2,48,0.8716297578811646,0.17423177430152895,36
2,48,0.8664495754241943,0.2014315129852295,45
2,48,0.8766911792755127,0.2525122797727585,54
2,48,0.8929690027236938,0.2835485274982452,63
2,48,0.6619035863876342,0.081949165019989,72
2,48,0.5942806243896485,0.034510459766387946,81
2,64,1.1823015737533569,0.018082181148529053,0
2,64,1.1742903518676757,0.18171045965194696,9
2,64,1.2485038805007935,0.349387589378357,18
2,64,1.237948064804077,0.3760845814704894,27
2,64,0.9604988098144531,0.12637224957466123,36
2,64,1.2249394369125366,0.4222685970926287,45
2,64,0.8298891067504883,0.09658034014225007,54
2,64,0.7478812503814697,0.024765911083221438,63
2,64,0.9423036098480224,0.25050480165481565,72
2,64,1.2274543094635009,0.5551484650421142,81
21,4,0.20940904140472413,0.007021588418483735,0
21,4,0.13393698692321776,0.005069434878826139,9
21,4,0.1304993772506714,0.010883256311416628,18
21,4,0.12690448760986328,0.00878370817184448,27
21,4,0.12267119407653809,0.010472058935165406,36
21,4,0.11930355072021484,0.011322654705047605,45
21,4,0.11711441993713378,0.018013388891220092,54
21,4,0.11945931911468506,0.02354012159347533,63
21,4,0.11941670417785645,0.03021846523284913,72
21,4,0.11710375308990478,0.0355366572189331,81
21,8,0.21089170455932618,0.0033060863709449776,0
21,8,0.19125378131866455,0.004991139805316925,9
21,8,0.18558006286621093,0.013260001220703123,18
21,8,0.18072898387908937,0.011431546907424933,27
21,8,0.17763955593109132,0.012772577323913575,36
21,8,0.17011962890625,0.013033226222991941,45
21,8,0.17384170532226562,0.01931147259712219,54
21,8,0.17233969688415526,0.02934482959747314,63
21,8,0.16358845710754394,0.030997032775878893,72
21,8,0.17585533618927002,0.04182825912475586,81
21,16,0.3591138458251953,0.003044515829086303,0
21,16,0.30378409862518313,0.005958983676433564,9
21,16,0.29335238456726076,0.020006215553283697,18
21,16,0.2763712549209595,0.013082234916687016,27
21,16,0.27718306064605713,0.02604204036712647,36
21,16,0.28699995517730714,0.039089377965927125,45
21,16,0.24838286399841308,0.018032271327972412,54
21,16,0.24899561882019042,0.028153876552581787,63
21,16,0.30734474182128907,0.09639505886077883,72
21,16,0.24660710334777833,0.04586584629058838,81
21,24,0.5835352849960327,0.008666275835037233,0
21,24,0.4247229290008545,0.007591751747131349,9
21,24,0.4378260326385498,0.057622404842376705,18
21,24,0.3929361009597778,0.026207109127044673,27
21,24,0.3978930997848511,0.04681537552833557,36
21,24,0.35519310474395754,0.01662769169807434,45
21,24,0.39843196868896485,0.07703459962844848,54
21,24,0.4124284744262695,0.1102687030029297,63
21,24,0.3178573513031006,0.026308833274841313,72
21,24,0.3583139705657959,0.0747821576309204,81
21,32,0.6947386598587036,0.014149283814430235,0
21,32,0.6024894523620605,0.03365824512720108,9
21,32,0.6747290086746216,0.15812989076614378,18
21,32,0.6013515901565551,0.09877094383239743,27
21,32,0.5206152057647705,0.02492207090377808,36
21,32,0.5326778888702393,0.06105010193824769,45
21,32,0.6499690294265748,0.2081504648208618,54
21,32,0.6556600618362427,0.2320570560836792,63
21,32,0.44531037330627443,0.03291275291442871,72
21,32,0.48599474906921386,0.09943201656341552,81
21,48,1.0192322111129761,0.013955010452270506,0
21,48,0.8345412111282349,0.02251501585006714,9
21,48,0.926194338798523,0.18247624479293825,18
21,48,0.7401490879058837,0.03192229898452759,27
21,48,0.7216612577438355,0.03362381858825683,36
21,48,0.7014408731460571,0.02886442999839782,45
21,48,0.6538122892379761,0.026795437850952144,54
21,48,0.6431835269927979,0.038723604736328125,63
21,48,0.7744037818908691,0.18536218761444093,72
21,48,0.6055611133575439,0.03260814197540283,81
21,64,1.2647196435928345,0.08479324088811875,0
21,64,1.043187952041626,0.04631832625150681,9
21,64,1.2052039480209351,0.29034624780654905,18
21,64,1.1951242876052857,0.34440523998260486,27
21,64,0.9614683437347412,0.12395767898559569,36
21,64,1.1925405216217042,0.3908067410182953,45
21,64,1.041016936302185,0.28622970675468457,54
21,64,1.0532146883010864,0.31932231760025026,63
21,64,1.2957716226577758,0.5950046499443054,72
21,64,0.9028955221176147,0.21632885555267337,81
211,4,0.20876395225524902,0.006482206692695617,0
211,4,0.13182971000671387,0.004746219527721406,9
211,4,0.13306175231933592,0.01507829768180847,18
211,4,0.12820765495300293,0.01552183288574219,27
211,4,0.1247193145751953,0.0152562073802948,36
211,4,0.12474079608917236,0.01775785980224609,45
211,4,0.12278086662292481,0.026099937238693246,54
211,4,0.12074212551116943,0.02997202926635742,63
211,4,0.1239685583114624,0.03676332031250001,72
211,4,0.1223606824874878,0.04464033138275145,81
211,8,0.20939166069030762,0.0029831167721748354,0
211,8,0.19055651187896727,0.005685248038768771,9
211,8,0.1802731227874756,0.010496634864807128,18
211,8,0.1801426362991333,0.012710850563049316,27
211,8,0.17373411655426024,0.011645337591171267,36
211,8,0.1684739637374878,0.01473101818084717,45
211,8,0.17731684684753418,0.025720238075256346,54
211,8,0.17301294326782227,0.031188480033874512,63
211,8,0.17499461650848389,0.04317409297943117,72
211,8,0.16940409183502197,0.042439512825012196,81
211,16,0.36087114810943605,0.008047861747741698,0
211,16,0.3008485078811646,0.010327060470581056,9
211,16,0.28992619514465334,0.018426880054473873,18
211,16,0.2846085977554321,0.025133957195281983,27
211,16,0.29311576843261716,0.03954075609207153,36
211,16,0.31534873008728026,0.07235293273925782,45
211,16,0.28440022468566895,0.05624991807937624,54
211,16,0.30918533325195313,0.09249660840988158,63
211,16,0.262362060546875,0.054005903720855716,72
211,16,0.28470284938812257,0.08749328033447265,81
211,24,0.5885280084609985,0.008488017930984497,0
211,24,0.4510677719116211,0.03819775978088378,9
211,24,0.40659265995025634,0.023764643917083737,18
211,24,0.40505332469940186,0.03737180149078368,27
211,24,0.4622301006317139,0.11270676482200619,36
211,24,0.37079434394836425,0.029705850811004634,45
211,24,0.35493242263793945,0.03962523712158203,54
211,24,0.35106701850891114,0.04263450622558595,63
211,24,0.33184802532196045,0.034525347976684585,72
211,24,0.42570799827575684,0.14519443733215331,81
211,32,0.7014905786514283,0.013176422488689419,0
211,32,0.592083010673523,0.015460822925567623,9
211,32,0.5927127027511596,0.058180443458557135,18
211,32,0.5365405559539795,0.02619842559814453,27
211,32,0.5133635044097901,0.02260568071365357,36
211,32,0.553420991897583,0.07841904486656187,45
211,32,0.6172389984130859,0.17826252754211427,54
211,32,0.600775055885315,0.16898154359817508,63
211,32,0.4492370843887329,0.029806673908233647,72
211,32,0.6489746475219726,0.246399310760498,81
211,48,1.0197499990463257,0.01384736765146255,0
211,48,0.8533478927612305,0.0330539416384697,9
211,48,0.9600958681106567,0.2060389975357056,18
211,48,0.7759921264648437,0.05697171525955201,27
211,48,0.9005685424804688,0.2057593026638031,36
211,48,0.7044786882400512,0.025633136701583858,45
211,48,0.8905001926422119,0.25340827508926395,54
211,48,0.6555814552307129,0.03818035223007202,63
211,48,0.690290961265564,0.09155717035293578,72
211,48,0.6810095691680909,0.103440941696167,81
211,64,1.2654544401168824,0.08338487435579302,0
211,64,1.2695048141479492,0.26543931424856193,9
211,64,1.2230123567581177,0.32444891134262094,18
211,64,0.8997208213806153,0.025331179428100592,27
211,64,0.9382517576217652,0.09938643037796017,36
211,64,1.2260976552963256,0.41316527918815604,45
211,64,1.0137354516983033,0.24992425902366638,54
211,64,1.0574073171615601,0.3115648180580139,63
211,64,1.1978076601028442,0.4849299755096436,72
211,64,0.9925949764251709,0.31401624732971184,81
2111,4,0.3696375226974487,0.1702550324249268,0
2111,4,0.19009350776672362,0.06490798080444332,9
2111,4,0.19379074573516847,0.07866732551574708,18
2111,4,0.1833360481262207,0.07252039686203005,27
2111,4,0.18099880695343018,0.07787603981018065,36
2111,4,0.1776111078262329,0.07830169635772703,45
2111,4,0.17839860439300537,0.08642082859039306,54
2111,4,0.18013832092285156,0.09212575721740725,63
2111,4,0.17870162963867187,0.0970603723907471,72
2111,4,0.17674174785614014,0.0985162178039551,81
2111,8,0.29492959022521975,0.09299828691482544,0
2111,8,0.26194488048553466,0.08672813049077988,9
2111,8,0.2606135702133179,0.09529921562194826,18
2111,8,0.2454381465911865,0.08990046201705933,27
2111,8,0.23983494758605958,0.09074194419860838,36
2111,8,0.22901085376739502,0.08448284652709961,45
2111,8,0.23290466785430908,0.09276588054656978,54
2111,8,0.23019299030303955,0.09999984657287599,63
2111,8,0.23273931980133056,0.11170734077453613,72
2111,8,0.2298855495452881,0.11378771575927736,81
2111,16,0.49504645347595216,0.13841055689811704,0
2111,16,0.39157623291015625,0.11223523338317873,9
2111,16,0.3683229637145996,0.11587194839477538,18
2111,16,0.35461323261260985,0.11330133960723876,27
2111,16,0.345551495552063,0.11181385726928708,36
2111,16,0.3439787530899048,0.11159087112426755,45
2111,16,0.3201325988769531,0.10148614173889157,54
2111,16,0.3188170957565308,0.11317047313690186,63
2111,16,0.31341937065124514,0.11063832534790041,72
2111,16,0.31852246284484864,0.12598046791076659,81
22,4,0.21853655338287353,0.012362198905944827,0
22,4,0.13831298828125,0.01418387449264526,9
22,4,0.1371426296234131,0.018047569913864133,18
22,4,0.13307774543762207,0.018804838380813604,27
22,4,0.12772790908813478,0.018091417722702022,36
22,4,0.1276886558532715,0.025535139751434323,45
22,4,0.12436269760131836,0.02793064439773558,54
22,4,0.12540317535400392,0.03501268970489501,63
22,4,0.1243880844116211,0.03829469192504884,72
22,4,0.12832023620605468,0.048829720840454095,81
22,8,0.21183362007141113,0.0049267302489280716,0
22,8,0.19395050525665283,0.006804131879806516,9
22,8,0.18186597824096679,0.011942420501708986,18
22,8,0.18587629795074462,0.01859006464004517,27
22,8,0.18074047088623046,0.017914081325531,36
22,8,0.1771793270111084,0.022118727722167972,45
22,8,0.1762276029586792,0.029832417163848865,54
22,8,0.1727164077758789,0.035475169410705575,63
22,8,0.17743564128875733,0.04627478515625,72
22,8,0.1750270414352417,0.04928252094268798,81
22,16,0.3642561674118042,0.005946736638545991,0
22,16,0.3134526824951172,0.014487449393272398,9
22,16,0.3003485107421875,0.027928801498413088,18
22,16,0.3042910671234131,0.040202915754318246,27
22,16,0.2886109018325806,0.03806595087051392,36
22,16,0.2777064085006714,0.0280499608707428,45
22,16,0.2886534833908081,0.06238044171333315,54
22,16,0.31557888984680177,0.09472886676788331,63
22,16,0.2734468793869019,0.06135797767639159,72
22,16,0.27789958953857424,0.08251685585021973,81
22,24,0.5861837291717529,0.010315980827808378,0
22,24,0.448912296295166,0.03419828226566315,9
22,24,0.4064118242263794,0.025877893199920666,18
22,24,0.39845298290252684,0.03361361940383912,27
22,24,0.44597320079803465,0.09207676946640014,36
22,24,0.44564731121063234,0.10586220520019529,45
22,24,0.3754178714752197,0.05812680736541748,54
22,24,0.35609893798828124,0.04847013954162596,63
22,24,0.4365447282791138,0.1440870218658447,72
22,24,0.43317476272583005,0.15633862701416018,81
22,32,0.7058981513977051,0.023016058843135834,0
22,32,0.6075973224639892,0.03321151472091675,9
22,32,0.6352912998199463,0.11560030225753783,18
22,32,0.5453157043457031,0.039403130760192875,27
22,32,0.5809217262268066,0.0929311942100525,36
22,32,0.6625021266937255,0.1992045764350891,45
22,32,0.5229437923431397,0.08018927555084229,54
22,32,0.4827703905105591,0.05421746179580685,63
22,32,0.6130934238433838,0.20871747406005864,72
22,32,0.49569790363311766,0.10385425781250002,81
22,48,1.04549054145813,0.046196715817451474,0
22,48,0.9342299509048462,0.12738692932844162,9
22,48,0.9239406442642212,0.18214613040924077,18
22,48,0.89739586353302,0.17675968246459967,27
22,48,0.7632024812698365,0.07051274150848388,36
22,48,0.7140596771240234,0.04480049131393432,45
22,48,0.9243139219284058,0.2981072666740417,54
22,48,0.8716832637786865,0.26756833477020264,63
22,48,0.7113583707809448,0.11175909284591672,72
22,48,0.6410964012145997,0.06842343986511232,81
22,64,1.2961149215698242,0.10867247282505038,0
22,64,1.1975101947784423,0.2044178633236885,9
22,64,1.2421795320510864,0.33832341587066656,18
22,64,0.9892266511917114,0.11518326662063601,27
22,64,1.1075137615203858,0.26725750377655033,36
22,64,0.8651544666290283,0.05103648735046387,45
22,64,1.0598231172561645,0.30695718584060666,54
22,64,1.1087370538711547,0.3714503010940553,63
22,64,0.8617830610275269,0.14037231811523435,72
22,64,1.0566483020782471,0.3704915900802612,81
221,4,0.21511929512023925,0.008515399668216704,0
221,4,0.139402117729187,0.008943779885768888,9
221,4,0.1385675525665283,0.016215039958953858,18
221,4,0.1371305274963379,0.02022303744316101,27
221,4,0.13200682640075684,0.02063863819122314,36
221,4,0.13240000247955322,0.027300352153778084,45
221,4,0.13214473247528077,0.03507318790435791,54
221,4,0.1297297763824463,0.03777990634918213,63
221,4,0.13145289421081544,0.04476426237106323,72
221,4,0.13049642562866212,0.04929912170410157,81
221,8,0.21675421237945558,0.007158210673332217,0
221,8,0.1965289306640625,0.006515077126026153,9
221,8,0.19326096057891845,0.016042905502319335,18
221,8,0.1890402317047119,0.01918791680335999,27
221,8,0.18169098377227783,0.016675696592330928,36
221,8,0.1804010534286499,0.0209873717212677,45
221,8,0.1804535484313965,0.03436926977157592,54
221,8,0.17086167335510255,0.034253148193359374,63
221,8,0.1785986089706421,0.054665502853393555,72
221,8,0.17649665832519532,0.05143904235839844,81
221,16,0.36963136672973634,0.01001912325143814,0
221,16,0.32249731063842774,0.020531363925933833,9
221,16,0.31330089569091796,0.03607269397735596,18
221,16,0.2903436136245727,0.028550799217224133,27
221,16,0.30032575607299805,0.04710555641174316,36
221,16,0.3280396175384521,0.08235298789978027,45
221,16,0.2738706302642822,0.04805386234283447,54
